gene,variable,value
GNG12,arch_0,0.0018809779
GNG12-AS1,arch_0,-0.013440573
DIRAS3,arch_0,-0.022063099
WLS,arch_0,-0.009219438
AL033530.1,arch_0,-0.023664756
LINC01707,arch_0,-0.022424163
LRRC7,arch_0,-0.01442672
LRRC40,arch_0,-0.010710723
SRSF11,arch_0,-0.040393073
AL353771.1,arch_0,-0.022541286
ANKRD13C,arch_0,-0.021459954
HHLA3,arch_0,-0.004310403
CTH,arch_0,-0.045409087
LINC01788,arch_0,-0.018014826
PTGER3,arch_0,-0.030377578
ZRANB2-AS1,arch_0,-0.023260796
ZRANB2,arch_0,0.0038799513
ZRANB2-AS2,arch_0,-0.15345848
NEGR1,arch_0,-0.56328696
AL354949.1,arch_0,-0.056159172
AL513166.1,arch_0,-0.09823331
AL583808.1,arch_0,-0.038630933
LRRIQ3,arch_0,-0.021610634
FPGT,arch_0,-0.012558874
TNNI3K,arch_0,-0.025299566
AC093158.1,arch_0,-0.024025904
CRYZ,arch_0,0.022959758
TYW3,arch_0,-0.0020798903
SLC44A5,arch_0,0.369249
ACADM,arch_0,-0.00033592083
RABGGTB,arch_0,-0.01747361
MSH4,arch_0,-0.010723752
AC092813.1,arch_0,-0.025367696
ST6GALNAC3,arch_0,-0.0037317965
ST6GALNAC5,arch_0,-0.026650812
PIGK,arch_0,0.0073642074
AK5,arch_0,0.09719241
AC118549.1,arch_0,-0.018248776
USP33,arch_0,-0.080542
MIGA1,arch_0,-0.02421213
NEXN-AS1,arch_0,-0.02915588
NEXN,arch_0,-0.11421355
FUBP1,arch_0,-0.018491855
DNAJB4,arch_0,-0.022010459
GIPC2,arch_0,-0.0146359615
AC096531.2,arch_0,-0.058531772
PTGFR,arch_0,-0.048625797
IFI44L,arch_0,0.048816774
IFI44,arch_0,0.038944937
ADGRL4,arch_0,-0.011830912
ADGRL2,arch_0,0.007491141
AL157944.1,arch_0,-0.025795054
LINC01362,arch_0,-0.026976332
AC116099.1,arch_0,-0.02310017
LINC01712,arch_0,-0.023989897
LINC01725,arch_0,-0.05062406
AL035706.1,arch_0,-0.019935835
TTLL7,arch_0,-0.04613857
AL359504.2,arch_0,-0.026971603
PRKACB,arch_0,0.010749224
SAMD13,arch_0,-0.0052825287
RPF1,arch_0,-0.01329907
GNG5,arch_0,-0.00013531288
SPATA1,arch_0,-0.018662788
CTBS,arch_0,-0.011907163
AL359762.1,arch_0,-0.02528857
SSX2IP,arch_0,0.006084144
MCOLN2,arch_0,-0.034660622
WDR63,arch_0,-0.011311112
MCOLN3,arch_0,0.008036797
SYDE2,arch_0,-0.019629477
C1orf52,arch_0,-0.007560337
BCL10,arch_0,-0.009659955
AL078459.1,arch_0,0.15795878
DDAH1,arch_0,0.32217622
CCN1,arch_0,0.112178646
ZNHIT6,arch_0,0.072347745
COL24A1,arch_0,0.035245333
LINC02795,arch_0,-0.015402055
ODF2L,arch_0,1.40215125e-05
CLCA1,arch_0,-0.020117873
CLCA4-AS1,arch_0,-0.007977555
SH3GLB1,arch_0,0.02176517
SELENOF,arch_0,0.0001904733
HS2ST1,arch_0,0.04555339
AL121989.1,arch_0,-0.021763882
LINC01140,arch_0,-0.005076779
LINC02801,arch_0,-0.01819673
LMO4,arch_0,0.04750853
LINC01364,arch_0,-0.026101142
PKN2-AS1,arch_0,0.028081942
AL445438.1,arch_0,-0.008797448
PKN2,arch_0,0.026352223
GTF2B,arch_0,-0.012131655
KYAT3,arch_0,-0.021118307
GBP3,arch_0,0.0061112316
GBP1,arch_0,-0.0030770185
GBP2,arch_0,-0.02912187
AC104459.1,arch_0,-0.02040764
GBP7,arch_0,-0.018618481
GBP4,arch_0,-0.014495407
AC099063.4,arch_0,-0.0243643
AL596214.1,arch_0,-0.024260473
LRRC8B,arch_0,0.053819522
LRRC8C-DT,arch_0,0.03227495
AC093423.2,arch_0,-0.016104914
LRRC8C,arch_0,0.0933807
LRRC8D,arch_0,-0.11263269
ZNF326,arch_0,-0.017659679
AC098656.1,arch_0,-0.018175665
LINC02609,arch_0,-0.02059251
LINC02788,arch_0,-0.028710375
ZNF644,arch_0,-0.026331535
HFM1,arch_0,-0.05257616
CDC7,arch_0,-0.0444167
TGFBR3,arch_0,-0.22273251
BRDT,arch_0,-0.021873465
EPHX4,arch_0,-0.01902203
BTBD8,arch_0,-0.01373353
C1orf146,arch_0,-0.023714043
GLMN,arch_0,-0.016987402
RPAP2,arch_0,-0.02463572
EVI5,arch_0,0.02217437
RPL5,arch_0,-0.034514673
DIPK1A,arch_0,-0.0023726295
AC093577.1,arch_0,-0.019939825
MTF2,arch_0,0.012952299
TMED5,arch_0,-0.04804744
CCDC18,arch_0,-0.021569787
CCDC18-AS1,arch_0,0.009763983
DR1,arch_0,0.0068586483
FNBP1L,arch_0,0.0403467
BCAR3,arch_0,-0.057680625
AL109613.1,arch_0,-0.032857448
DNTTIP2,arch_0,-0.01730716
GCLM,arch_0,-0.044164967
ABCA4,arch_0,-0.023580942
ARHGAP29,arch_0,0.01697444
ARHGAP29-AS1,arch_0,-0.0050107073
AC097059.1,arch_0,-0.014558127
ABCD3,arch_0,0.003951386
F3,arch_0,-0.052859213
SLC44A3,arch_0,-0.0072634914
CNN3,arch_0,0.0862079
AC105942.1,arch_0,0.026933916
ALG14,arch_0,0.008004805
AC095033.1,arch_0,-0.021676011
TLCD4,arch_0,-0.042895783
AC092802.1,arch_0,-0.028990777
RWDD3,arch_0,0.0016584353
AC092802.2,arch_0,-0.019191414
LINC02607,arch_0,-0.013148025
LINC01787,arch_0,-0.017189937
PTBP2,arch_0,0.02194814
DPYD,arch_0,-0.036531743
DPYD-AS1,arch_0,-0.058915574
MIR137HG,arch_0,0.027548047
SNX7,arch_0,-0.002708824
PLPPR5,arch_0,-0.026930805
AL445433.2,arch_0,-0.021428628
PLPPR4,arch_0,-0.027291523
LINC01708,arch_0,-0.023088437
PALMD,arch_0,-0.06809774
FRRS1,arch_0,-0.008164414
AGL,arch_0,-0.032511193
SLC35A3,arch_0,-0.017081823
MFSD14A,arch_0,-0.020830417
AC093019.2,arch_0,-0.030598972
SASS6,arch_0,-0.005130218
TRMT13,arch_0,-0.009500871
LRRC39,arch_0,-0.05208218
DBT,arch_0,-0.048020087
AL445928.2,arch_0,-0.042100627
RTCA-AS1,arch_0,-0.008954237
RTCA,arch_0,0.00010326236
CDC14A,arch_0,-0.01889802
AL589990.1,arch_0,-0.026474101
GPR88,arch_0,-0.028160227
LINC01349,arch_0,-0.018141145
VCAM1,arch_0,-0.046275336
EXTL2,arch_0,-0.024795646
AC104506.1,arch_0,-0.02240045
SLC30A7,arch_0,-0.016835146
DPH5,arch_0,-0.003686774
AC093157.1,arch_0,0.0134046115
LINC01709,arch_0,-0.0187321
AC114485.1,arch_0,-0.019774158
AC099567.1,arch_0,-0.017975083
COL11A1,arch_0,0.111797005
AC095032.1,arch_0,-0.033475008
RNPC3,arch_0,-0.028455785
AMY2B,arch_0,-0.020245902
LINC01676,arch_0,-0.017644433
LINC01677,arch_0,-0.020627646
AL355306.2,arch_0,-0.020931626
LINC01661,arch_0,-0.021060754
PRMT6,arch_0,-0.01810652
NTNG1,arch_0,-0.020424696
VAV3,arch_0,0.06696692
VAV3-AS1,arch_0,-0.018141957
LINC02785,arch_0,-0.014438693
SLC25A24,arch_0,-0.023888847
FAM102B,arch_0,0.1060297
HENMT1,arch_0,-0.013149063
AL160171.1,arch_0,-0.01735701
PRPF38B,arch_0,-0.014777315
FNDC7,arch_0,-0.020776507
STXBP3,arch_0,-0.00645149
AKNAD1,arch_0,-0.025114479
GPSM2,arch_0,-0.046824817
WDR47,arch_0,0.0066516125
TAF13,arch_0,-0.011355213
AL356488.3,arch_0,-0.024849154
TMEM167B,arch_0,-0.014939167
AL356488.2,arch_0,-0.02592836
C1orf194,arch_0,-0.025104204
KIAA1324,arch_0,-0.024196086
SARS,arch_0,-0.005673566
CELSR2,arch_0,-0.016280292
PSRC1,arch_0,-0.017459469
SORT1,arch_0,0.07383883
PSMA5,arch_0,-0.019222617
SYPL2,arch_0,-0.00822161
ATXN7L2,arch_0,-0.021684371
CYB561D1,arch_0,-0.0016770767
AMIGO1,arch_0,-0.020075394
GNAI3,arch_0,0.0018071374
GNAT2,arch_0,-0.026075017
AMPD2,arch_0,-0.022158248
GSTM4,arch_0,-0.017152391
GSTM2,arch_0,-0.019753877
AC000032.1,arch_0,-0.023236884
GSTM5,arch_0,-0.00811058
GSTM3,arch_0,-0.022152737
EPS8L3,arch_0,-0.021456352
LINC01768,arch_0,-0.024454182
CSF1,arch_0,-0.09949009
AHCYL1,arch_0,-0.045290817
STRIP1,arch_0,0.015776303
ALX3,arch_0,-0.01799401
LINC01397,arch_0,-0.019703537
KCNC4,arch_0,0.017558943
RBM15-AS1,arch_0,-0.013933305
RBM15,arch_0,-0.011478988
LAMTOR5-AS1,arch_0,-0.008849601
SLC16A4,arch_0,-0.0041364105
LAMTOR5,arch_0,-0.030744223
PROK1,arch_0,-0.021244066
KCNA2,arch_0,-0.03087847
CD53,arch_0,-0.017893532
AL360270.2,arch_0,-0.01884157
AL360270.1,arch_0,-0.0250792
LRIF1,arch_0,-0.0039815814
DRAM2,arch_0,-0.011006708
CEPT1,arch_0,-0.0061188443
DENND2D,arch_0,-0.02486595
CHI3L2,arch_0,-0.029958427
OVGP1,arch_0,-0.02550388
AL390195.2,arch_0,-0.023332922
AL390195.1,arch_0,-0.022561349
WDR77,arch_0,-0.022774937
ATP5PB,arch_0,-0.015751515
C1orf162,arch_0,-0.020312702
TMIGD3,arch_0,-0.019806065
RAP1A,arch_0,0.0073824837
INKA2,arch_0,-0.024720628
INKA2-AS1,arch_0,-0.019725503
DDX20,arch_0,-0.024382992
KCND3,arch_0,-0.08293813
LINC01750,arch_0,-0.025144279
AL445426.1,arch_0,-0.0738576
CTTNBP2NL,arch_0,0.012962032
WNT2B,arch_0,-0.001537076
ST7L,arch_0,-0.0072652274
CAPZA1,arch_0,-0.011630546
MOV10,arch_0,0.0028571365
AL603832.1,arch_0,-0.020817813
RHOC,arch_0,-0.0009950664
LINC01356,arch_0,-0.020401955
LINC01357,arch_0,-0.020696409
SLC16A1,arch_0,-0.032237906
SLC16A1-AS1,arch_0,0.02638734
AL390242.1,arch_0,-0.0073237554
LRIG2-DT,arch_0,0.006350676
LRIG2,arch_0,-0.008803366
MAGI3,arch_0,-0.04194401
PHTF1,arch_0,0.0064238636
RSBN1,arch_0,-0.013346565
AL137856.1,arch_0,-0.015594456
PTPN22,arch_0,-0.010101907
AP4B1-AS1,arch_0,-0.01135859
BCL2L15,arch_0,-0.021262407
AP4B1,arch_0,0.0032819086
DCLRE1B,arch_0,-0.017890314
HIPK1-AS1,arch_0,-0.018060613
HIPK1,arch_0,-0.0056042126
OLFML3,arch_0,-0.03440887
TRIM33,arch_0,-0.004887618
BCAS2,arch_0,-0.009354117
DENND2C,arch_0,-0.009426335
AMPD1,arch_0,-0.024686594
NRAS,arch_0,0.0004221607
CSDE1,arch_0,-0.010726025
SIKE1,arch_0,-0.008057364
SYCP1,arch_0,-0.022920722
TSPAN2,arch_0,-0.014001733
AL049825.1,arch_0,-0.023581669
NGF-AS1,arch_0,-0.10469044
NGF,arch_0,-0.1611289
VANGL1,arch_0,0.0009589772
SLC22A15,arch_0,-0.033954035
AL365318.1,arch_0,-0.030360697
MAB21L3,arch_0,-0.021330241
ATP1A1,arch_0,-0.061366297
ATP1A1-AS1,arch_0,-0.022152968
LINC01762,arch_0,-0.0040057185
AL390066.1,arch_0,-0.016482716
AL390066.2,arch_0,-0.025957983
CD58,arch_0,0.0078114993
IGSF3,arch_0,0.021629391
PTGFRN,arch_0,0.011999149
CD101,arch_0,-0.0060851346
AL445231.1,arch_0,-0.022933304
TTF2,arch_0,-0.02129185
TRIM45,arch_0,-0.023154419
LINC01525,arch_0,-0.01926385
AL358072.1,arch_0,-0.023447048
MAN1A2,arch_0,0.0068035624
TENT5C,arch_0,-0.019395867
GDAP2,arch_0,0.006141186
WDR3,arch_0,-0.031841554
SPAG17,arch_0,-0.03435933
TBX15,arch_0,-0.05362775
WARS2,arch_0,-0.038014114
WARS2-IT1,arch_0,-0.025961626
WARS2-AS1,arch_0,-0.04239864
AL359915.1,arch_0,-0.036186405
LINC01780,arch_0,-0.026395706
LINC00622,arch_0,-0.016697375
ZNF697,arch_0,-0.011144356
PHGDH,arch_0,-0.016663376
NOTCH2,arch_0,0.08862951
SEC22B,arch_0,-0.011362234
NBPF26,arch_0,0.034189753
LINC00623,arch_0,-0.0152167585
AC244453.3,arch_0,-0.01820999
SRGAP2C,arch_0,-0.006277707
SRGAP2-AS1,arch_0,-0.019160315
LINC02798,arch_0,-0.025561856
AC239800.2,arch_0,-0.023373254
LINC02591,arch_0,-0.013789434
HIST2H3PS2,arch_0,-0.019308725
AC246680.1,arch_0,-0.017042736
LINC02802,arch_0,-0.017766481
NBPF15,arch_0,0.04545169
FP700111.1,arch_0,-0.043875486
SRGAP2B,arch_0,-0.016233549
NBPF20,arch_0,-0.0147463735
GPR89A,arch_0,-0.010581762
PDZK1,arch_0,-0.024939934
CD160,arch_0,-0.013913837
RNF115,arch_0,0.04785456
POLR3C,arch_0,-0.008812119
NUDT17,arch_0,-0.0115549285
PIAS3,arch_0,0.011457941
ANKRD35,arch_0,-0.0052267346
ITGA10,arch_0,0.25677466
PEX11B,arch_0,-0.0015487954
RBM8A,arch_0,-0.02641929
LIX1L-AS1,arch_0,-0.0005997801
LIX1L,arch_0,0.022412844
ANKRD34A,arch_0,-0.0153552
POLR3GL,arch_0,-0.002699384
TXNIP,arch_0,-0.12631322
LINC01719,arch_0,-0.017818628
NBPF10,arch_0,0.020088838
AC245407.2,arch_0,-0.021537885
NBPF12,arch_0,0.012681347
AC244394.2,arch_0,-0.01828797
PRKAB2,arch_0,-0.0038223164
AC242426.2,arch_0,-0.0060290555
FMO5,arch_0,-0.010034793
LINC00624,arch_0,-0.013705502
BCL9,arch_0,0.0016078379
ACP6,arch_0,-0.0044799023
GPR89B,arch_0,-0.016008057
LINC02804,arch_0,-0.021639835
NBPF11,arch_0,0.02629688
LINC02805,arch_0,-0.013241603
AC239809.3,arch_0,0.08745422
LINC01138,arch_0,-0.008483055
AC245100.1,arch_0,-0.020916346
NBPF14,arch_0,0.031301405
NUDT4B,arch_0,-0.01530477
PDE4DIP,arch_0,0.0075085405
AC239802.2,arch_0,-0.017076565
AC239804.1,arch_0,-0.017309124
NBPF9,arch_0,0.0043904847
AC245297.3,arch_0,0.0107891355
AC245297.2,arch_0,-0.022523068
NOTCH2NLC,arch_0,0.014250608
NBPF19,arch_0,0.014696078
AC242842.1,arch_0,-0.022856237
HIST2H2BF,arch_0,-0.017394926
AC239868.1,arch_0,-0.019705975
HIST2H2AC,arch_0,-0.026214296
BOLA1,arch_0,-0.0196994
SV2A,arch_0,-0.016547393
SF3B4,arch_0,-0.024283757
MTMR11,arch_0,0.018591283
OTUD7B,arch_0,0.007493775
AC244033.2,arch_0,0.016427325
VPS45,arch_0,0.016772818
PLEKHO1,arch_0,-0.021737784
ANP32E,arch_0,-0.0076103094
CA14,arch_0,-0.020539075
APH1A,arch_0,-0.019515054
C1orf54,arch_0,0.011132965
CIART,arch_0,-0.018659186
MRPS21,arch_0,-0.011200747
PRPF3,arch_0,-0.0026659982
RPRD2,arch_0,-0.0014563589
TARS2,arch_0,0.000306972
ECM1,arch_0,0.00033051643
FALEC,arch_0,-0.0127433
AL356356.1,arch_0,-0.028580816
ADAMTSL4,arch_0,-0.05382814
ADAMTSL4-AS1,arch_0,-0.032903325
MCL1,arch_0,-0.032170404
ENSA,arch_0,0.0024777774
GOLPH3L,arch_0,0.005357999
HORMAD1,arch_0,-0.01953819
CTSS,arch_0,-0.018584473
CTSK,arch_0,0.02217065
ARNT,arch_0,-0.039953
CTXND2,arch_0,-0.022081645
SETDB1,arch_0,-0.011234567
CERS2,arch_0,-0.014839429
AL590133.2,arch_0,-0.019085294
ANXA9,arch_0,-0.023909425
MINDY1,arch_0,-0.012377616
PRUNE1,arch_0,-0.008501789
BNIPL,arch_0,-0.016686548
C1orf56,arch_0,-0.012652486
CDC42SE1,arch_0,-0.00023648997
MLLT11,arch_0,-0.023721453
GABPB2,arch_0,-0.026999343
SEMA6C,arch_0,-0.017088735
SCNM1,arch_0,-0.017100543
LYSMD1,arch_0,-0.017478535
VPS72,arch_0,-0.0039703446
PIP5K1A,arch_0,0.000906489
PSMD4,arch_0,-0.008283851
ZNF687,arch_0,-0.018072808
PI4KB,arch_0,0.0011840767
RFX5,arch_0,-0.021670924
SELENBP1,arch_0,-0.04450782
PSMB4,arch_0,-0.02218432
POGZ,arch_0,0.07090113
CGN,arch_0,-0.01605921
TUFT1,arch_0,-0.00041915072
SNX27,arch_0,-0.0091001475
AL391335.1,arch_0,-0.02520836
AL589765.1,arch_0,-0.018587023
AL589765.7,arch_0,-0.024839072
MRPL9,arch_0,-0.018027274
TDRKH,arch_0,-0.014759219
C2CD4D,arch_0,-0.016972855
C2CD4D-AS1,arch_0,0.010048542
THEM5,arch_0,-0.018581944
THEM4,arch_0,-0.0075160475
AL450992.2,arch_0,-0.023716336
S100A10,arch_0,-0.01752855
AL450992.1,arch_0,-0.019852407
S100A11,arch_0,-0.0039789015
FLG-AS1,arch_0,0.010356921
HRNR,arch_0,-0.022561068
FLG,arch_0,-0.01581471
FLG2,arch_0,-0.024832437
S100A6,arch_0,-0.024814669
S100A4,arch_0,0.017434774
BX470102.2,arch_0,0.003033558
S100A16,arch_0,-0.020723457
S100A13,arch_0,-0.017811112
AL162258.2,arch_0,-0.02270378
CHTOP,arch_0,-0.009033739
SNAPIN,arch_0,-0.021421898
ILF2,arch_0,-0.0039486997
NPR1,arch_0,-0.03433818
INTS3,arch_0,0.014447969
AL513523.4,arch_0,-0.02134129
SLC27A3,arch_0,-0.022667404
GATAD2B,arch_0,0.016258612
AL358472.5,arch_0,-0.017781897
DENND4B,arch_0,-0.006788534
CRTC2,arch_0,-0.015339182
SLC39A1,arch_0,-0.031509515
AL358472.4,arch_0,-0.01818265
CREB3L4,arch_0,-0.017988041
JTB,arch_0,-0.0121411085
AL358472.2,arch_0,-0.021085579
RAB13,arch_0,-0.023998158
RPS27,arch_0,-0.034331854
NUP210L,arch_0,-0.01790172
TPM3,arch_0,-0.0017478191
C1orf189,arch_0,-0.01972131
C1orf43,arch_0,-0.003695984
UBAP2L,arch_0,-0.004146013
HAX1,arch_0,-0.008696387
ATP8B2,arch_0,0.027617032
IL6R,arch_0,-0.09141473
SHE,arch_0,0.0025959972
TDRD10,arch_0,-0.011389454
UBE2Q1,arch_0,-0.01938367
CHRNB2,arch_0,-0.018179093
ADAR,arch_0,0.011015591
KCNN3,arch_0,-0.014514162
PMVK,arch_0,-0.004817053
PBXIP1,arch_0,-0.00081560714
PYGO2,arch_0,-0.021831622
AL451085.2,arch_0,-0.022699105
SHC1,arch_0,-0.01313646
CKS1B,arch_0,-0.021845438
FLAD1,arch_0,-0.018149693
ZBTB7B,arch_0,-0.025638998
DCST2,arch_0,-0.019500421
DCST1,arch_0,-0.017932331
ADAM15,arch_0,-0.016891943
EFNA4,arch_0,-0.02154861
EFNA1,arch_0,-0.023089824
SLC50A1,arch_0,-0.0145387
DPM3,arch_0,-0.02546692
KRTCAP2,arch_0,-0.0012385934
TRIM46,arch_0,-0.024125366
MUC1,arch_0,-0.02671661
AC234582.1,arch_0,-0.003879386
THBS3,arch_0,0.011503564
MTX1,arch_0,-0.018005379
GBA,arch_0,-0.0011427052
FAM189B,arch_0,-0.009328758
SCAMP3,arch_0,0.0025384822
CLK2,arch_0,-0.0045150663
HCN3,arch_0,-0.020944856
FDPS,arch_0,0.000734445
RUSC1-AS1,arch_0,-0.014691349
RUSC1,arch_0,0.016921857
ASH1L,arch_0,-0.03718872
ASH1L-AS1,arch_0,-0.025231779
MSTO1,arch_0,-0.004708009
AL353807.5,arch_0,-0.025459897
YY1AP1,arch_0,-0.016048511
DAP3,arch_0,-0.012680936
GON4L,arch_0,0.0071781883
SYT11,arch_0,0.027275832
RIT1,arch_0,-0.005385417
KHDC4,arch_0,-0.014916424
ARHGEF2,arch_0,0.039908662
AL355388.2,arch_0,-0.019825814
AL355388.1,arch_0,-0.01779651
AL355388.3,arch_0,-0.014176978
SSR2,arch_0,-0.0031636392
UBQLN4,arch_0,-0.010794638
LAMTOR2,arch_0,-0.022825187
LMNA,arch_0,0.041682072
SEMA4A,arch_0,-0.01905709
SLC25A44,arch_0,-0.011124311
PMF1,arch_0,-0.0050100135
BGLAP,arch_0,-0.018885862
PAQR6,arch_0,-0.018767348
SMG5,arch_0,0.003732128
TMEM79,arch_0,-0.0056557334
GLMP,arch_0,-0.014281032
CCT3,arch_0,-0.014140684
TSACC,arch_0,-0.02752575
C1orf61,arch_0,-0.019212896
MEF2D,arch_0,-0.0154456645
IQGAP3,arch_0,-0.017684333
NAXE,arch_0,-0.018491514
GPATCH4,arch_0,-0.030364538
NES,arch_0,0.01607809
AL590666.4,arch_0,-0.017020067
CRABP2,arch_0,-0.013767485
ISG20L2,arch_0,-0.012088028
RRNAD1,arch_0,-0.013343437
MRPL24,arch_0,-0.027901854
HDGF,arch_0,-0.018977532
PRCC,arch_0,0.0021675155
SH2D2A,arch_0,-0.031634934
NTRK1,arch_0,-0.047783457
INSRR,arch_0,-0.044867177
PEAR1,arch_0,-0.023134314
LRRC71,arch_0,-0.020196471
ARHGEF11,arch_0,0.003810844
ETV3,arch_0,-0.0028624584
KIRREL1,arch_0,-0.0023169622
LINC01704,arch_0,-0.018436532
PYHIN1,arch_0,-0.04151277
IFI16,arch_0,-0.06186463
AIM2,arch_0,-0.026651775
CADM3,arch_0,-0.036017645
AL513323.1,arch_0,-0.019485895
DUSP23,arch_0,-0.020376928
AL590560.2,arch_0,-0.016758353
AL590560.3,arch_0,0.018677257
CFAP45,arch_0,-0.019185942
TAGLN2,arch_0,0.00026529393
LINC01133,arch_0,-0.040784348
KCNJ10,arch_0,-0.032007456
AL121987.1,arch_0,-0.030039797
KCNJ9,arch_0,-0.019662075
IGSF8,arch_0,-0.019673083
ATP1A2,arch_0,-0.017166186
AL121987.2,arch_0,-0.023009552
PEA15,arch_0,-0.003695386
DCAF8,arch_0,-0.014698152
AL139011.1,arch_0,-0.025013315
PEX19,arch_0,-0.022222314
COPA,arch_0,0.025663413
NCSTN,arch_0,-0.012164394
VANGL2,arch_0,-0.024275033
CD84,arch_0,-0.016536813
AL121985.1,arch_0,-0.019993724
F11R,arch_0,-0.0055197743
TSTD1,arch_0,-0.021141779
USF1,arch_0,-0.01882492
ARHGAP30,arch_0,-0.018677581
KLHDC9,arch_0,-0.016724564
PFDN2,arch_0,-0.013525799
NIT1,arch_0,-0.00046667474
DEDD,arch_0,-0.011289742
UFC1,arch_0,-0.012216703
AL590714.1,arch_0,-0.021922417
USP21,arch_0,-0.019766416
PPOX,arch_0,-0.008126183
B4GALT3,arch_0,-0.023167979
ADAMTS4,arch_0,-0.09183433
NDUFS2,arch_0,-0.043784495
FCER1G,arch_0,-0.016789084
TOMM40L,arch_0,-0.024617447
NR1I3,arch_0,-0.02197543
PCP4L1,arch_0,-0.021853333
MPZ,arch_0,-0.018190345
SDHC,arch_0,-0.0022205685
CFAP126,arch_0,-0.024622347
AL592295.4,arch_0,-0.00017511772
AL592295.3,arch_0,-0.009990021
FCGR2A,arch_0,-0.019372344
DUSP12,arch_0,-0.0135831805
ATF6,arch_0,-0.030983947
OLFML2B,arch_0,0.018660204
NOS1AP,arch_0,-0.020402173
UHMK1,arch_0,-0.009990813
UAP1,arch_0,-0.09734587
DDR2,arch_0,-0.13651082
HSD17B7,arch_0,-0.017418902
RGS4,arch_0,0.024345808
RGS5,arch_0,0.039250456
AL499616.1,arch_0,0.015250249
NUF2,arch_0,-0.016926797
PBX1,arch_0,-0.030895375
AL357568.1,arch_0,-0.02392258
LMX1A,arch_0,-0.02448114
RXRG,arch_0,0.023340365
LRRC52-AS1,arch_0,0.004388668
MGST3,arch_0,-0.0069165197
ALDH9A1,arch_0,0.00093743857
TMCO1,arch_0,-0.007161269
TMCO1-AS1,arch_0,-0.019996049
UCK2,arch_0,0.013277697
AL358115.1,arch_0,-0.017803492
FAM78B,arch_0,0.06021864
AL626787.1,arch_0,-0.016936079
AL596087.2,arch_0,0.019923933
AL583804.1,arch_0,-0.021431264
POGK,arch_0,-0.0018441314
TADA1,arch_0,-0.012146606
POU2F1,arch_0,-0.028711792
CD247,arch_0,-0.025700668
CREG1,arch_0,-0.027043812
RCSD1,arch_0,0.09812733
MPZL1,arch_0,-0.06959753
ADCY10,arch_0,-0.013750271
MPC2,arch_0,-0.016988976
DCAF6,arch_0,0.009856293
GPR161,arch_0,-0.00073417684
TIPRL,arch_0,-0.0043577137
SFT2D2,arch_0,0.014378145
TBX19,arch_0,0.015323468
AL023755.1,arch_0,-0.023369925
DPT,arch_0,0.08426213
LINC00970,arch_0,-0.020048391
ATP1B1,arch_0,0.09616965
NME7,arch_0,-0.007354691
Z99758.1,arch_0,-0.023017602
BLZF1,arch_0,0.010776266
CCDC181,arch_0,-0.015123829
SLC19A2,arch_0,-0.08371859
Z99572.1,arch_0,-0.017256279
F5,arch_0,-0.020563962
SELP,arch_0,-0.013050154
C1orf112,arch_0,-0.0027095606
SELL,arch_0,-0.017783895
METTL18,arch_0,-0.021211682
SCYL3,arch_0,0.0026205247
KIFAP3,arch_0,0.033353377
LINC01681,arch_0,-0.020422325
GORAB-AS1,arch_0,-0.01837265
GORAB,arch_0,0.020952342
AL023495.1,arch_0,-0.012701652
PRRX1,arch_0,0.21333772
BX284613.2,arch_0,-0.14051697
MROH9,arch_0,-0.034020275
FMO3,arch_0,-0.04874279
FMO2,arch_0,-0.25871748
FMO1,arch_0,-0.015477852
FMO4,arch_0,-0.006155041
PRRC2C,arch_0,-0.0025261936
MYOCOS,arch_0,0.0069502983
MYOC,arch_0,0.18370172
VAMP4,arch_0,0.0047254954
EEF1AKNMT,arch_0,-0.019195106
DNM3,arch_0,0.01980331
DNM3OS,arch_0,0.09177858
PIGC,arch_0,0.0010305262
C1orf105,arch_0,-0.022535596
SUCO,arch_0,0.013305057
AL031599.1,arch_0,-0.101369865
TNFSF4,arch_0,-0.03721548
AL645568.1,arch_0,-0.033020277
PRDX6,arch_0,-0.097639695
SLC9C2,arch_0,-0.025246752
AL139142.1,arch_0,-0.019301578
ANKRD45,arch_0,-0.021045005
KLHL20,arch_0,-0.008407286
CENPL,arch_0,-0.014369345
DARS2,arch_0,-0.020375837
GAS5,arch_0,-0.017728765
GAS5-AS1,arch_0,-0.020909777
ZBTB37,arch_0,0.012645795
SERPINC1,arch_0,-0.01655924
RC3H1,arch_0,-0.007906955
RABGAP1L-DT,arch_0,-0.019447824
RABGAP1L,arch_0,-0.0145015875
Z99127.1,arch_0,-0.018055687
Z99127.4,arch_0,-0.02466086
CACYBP,arch_0,-0.013878185
MRPS14,arch_0,-0.015416307
TNN,arch_0,-0.027764762
KIAA0040,arch_0,-0.09889859
Z94057.1,arch_0,-0.019566277
TNR,arch_0,-0.02193794
LINC02803,arch_0,-0.010346597
COP1,arch_0,0.012687734
AL590723.1,arch_0,-0.021839546
AL591043.2,arch_0,-0.01721344
PAPPA2,arch_0,-0.016678799
ASTN1,arch_0,0.013682794
BRINP2,arch_0,-0.017503688
LINC01645,arch_0,-0.010822846
AL136114.1,arch_0,0.1574601
SEC16B,arch_0,0.028888525
RASAL2-AS1,arch_0,-0.020702427
RASAL2,arch_0,-0.030659815
CLEC20A,arch_0,-0.024479853
C1orf220,arch_0,-0.018464012
RALGPS2,arch_0,-0.078762524
ANGPTL1,arch_0,-0.10352276
FAM20B,arch_0,-0.025710005
